frequency,delayrising,delayfalling
2069,607.2451764560036,7.753127690871753e6
2070,607.237418899918,7.753178526355839e6
2071,607.229661591428,7.753229354859097e6
2072,607.2219045305338,7.753280176382008e6
2073,607.2141477172354,7.753330990925061e6
2074,607.2063911515328,7.753381798488738e6
2075,607.1986348334258,7.753432599073527e6
2076,607.1908787629146,7.753483392679912e6
2077,607.1831229399992,7.753534179308379e6
2078,607.1753673646796,7.753584958959413e6
2079,607.1676120369556,7.753635731633498e6
2080,607.1598569568274,7.753686497331122e6
2081,607.1521021242951,7.753737256052769e6
2082,607.1443475393584,7.753788007798924e6
2083,607.1365932020175,7.753838752570072e6
2084,607.1288391122723,7.753889490366699e6
2085,607.1210852701229,7.753940221189291e6
2086,607.1133316755693,7.753990945038333e6
2087,607.1055783286114,7.754041661914309e6
2088,607.0978252292492,7.754092371817705e6
2089,607.0900723774828,7.754143074749007e6
2090,607.0823197733122,7.7541937707087e6
2091,607.0745674167373,7.754244459697269e6
2092,607.0668153077581,7.7542951417152e6
2093,607.0590634463747,7.754345816762977e6
2094,607.0513118325871,7.754396484841087e6
2095,607.0435604663952,7.754447145950015e6
2096,607.035809347799,7.754497800090245e6
2097,607.0280584767987,7.754548447262263e6
2098,607.0203078533941,7.754599087466555e6
2099,607.0125574775852,7.754649720703606e6
2100,607.0048073493721,7.754700346973901e6
2101,606.9970574687547,7.754750966277925e6
2102,606.9893078357331,7.754801578616165e6
2103,606.9815584503073,7.754852183989104e6
2104,606.9738093124771,7.754902782397229e6
2105,606.9660604222428,7.754953373841025e6
2106,606.9583117796042,7.755003958320976e6
2107,606.9505633845613,7.75505453583757e6
2108,606.9428152371142,7.75510510639129e6
2109,606.9350673372629,7.755155669982622e6
2110,606.9273196850073,7.755206226612052e6
2111,606.9195722803474,7.755256776280064e6
2112,606.9118251232834,7.755307318987145e6
2113,606.904078213815,7.755357854733779e6
2114,606.8963315519425,7.755408383520452e6
2115,606.8885851376656,7.755458905347649e6
2116,606.8808389709845,7.755509420215855e6
2117,606.8730930518992,7.755559928125557e6
2118,606.8653473804096,7.755610429077238e6
2119,606.8576019565157,7.755660923071384e6
2120,606.8498567802177,7.7557114101084815e6
2121,606.8421118515154,7.755761890189014e6
2122,606.8343671704088,7.755812363313469e6
2123,606.826622736898,7.755862829482331e6
2124,606.818878550983,7.755913288696084e6
2125,606.8111346126636,7.755963740955215e6
2126,606.80339092194,7.7560141862602085e6
2127,606.7956474788123,7.75606462461155e6
2128,606.7879042832802,7.756115056009726e6
2129,606.7801613353439,7.756165480455219e6
2130,606.7724186350033,7.7562158979485165e6
2131,606.7646761822585,7.756266308490103e6
2132,606.7569339771095,7.756316712080465e6
2133,606.7491920195562,7.7563671087200865e6
2134,606.7414503095987,7.756417498409454e6
2135,606.7337088472368,7.756467881149051e6
2136,606.7259676324708,7.756518256939365e6
2137,606.7182266653006,7.7565686257808795e6
2138,606.710485945726,7.756618987674081e6
2139,606.7027454737472,7.7566693426194545e6
2140,606.6950052493642,7.756719690617485e6
2141,606.687265272577,7.756770031668658e6
2142,606.6795255433854,7.75682036577346e6
2143,606.6717860617896,7.756870692932374e6
2144,606.6640468277895,7.756921013145887e6
2145,606.6563078413853,7.7569713264144845e6
2146,606.6485691025769,7.757021632738651e6
2147,606.6408306113641,7.757071932118871e6
2148,606.633092367747,7.757122224555632e6
2149,606.6253543717257,7.757172510049419e6
2150,606.6176166233003,7.757222788600715e6
2151,606.6098791224705,7.757273060210007e6
2152,606.6021418692366,7.757323324877781e6
2153,606.5944048635982,7.757373582604521e6
2154,606.5866681055558,7.757423833390713e6
2155,606.578931595109,7.757474077236842e6
2156,606.5711953322581,7.757524314143394e6
2157,606.5634593170029,7.757574544110854e6
2158,606.5557235493434,7.757624767139707e6
2159,606.5479880292796,7.757674983230438e6
2160,606.5402527568116,7.757725192383533e6
2161,606.5325177319394,7.757775394599478e6
2162,606.5247829546629,7.757825589878757e6
2163,606.5170484249821,7.757875778221855e6
2164,606.5093141428972,7.757925959629259e6
2165,606.501580108408,7.757976134101453e6
2166,606.4938463215145,7.758026301638923e6
2167,606.4861127822168,7.758076462242154e6
2168,606.4783794905148,7.758126615911632e6
2169,606.4706464464086,7.758176762647841e6
2170,606.4629136498982,7.758226902451268e6
2171,606.4551811009835,7.758277035322397e6
2172,606.4474487996645,7.758327161261714e6
2173,606.4397167459413,7.758377280269704e6
2174,606.4319849398139,7.7584273923468515e6
2175,606.4242533812821,7.758477497493644e6
2176,606.4165220703462,7.758527595710565e6
2177,606.408791007006,7.758577686998101e6
2178,606.4010601912615,7.758627771356735e6
2179,606.3933296231129,7.758677848786956e6
2180,606.38559930256,7.758727919289247e6
2181,606.3778692296028,7.758777982864093e6
2182,606.3701394042414,7.7588280395119805e6
2183,606.3624098264756,7.758878089233395e6
2184,606.3546804963057,7.75892813202882e6
2185,606.3469514137316,7.7589781678987425e6
2186,606.3392225787532,7.759028196843647e6
2187,606.3314939913705,7.75907821886402e6
2188,606.3237656515836,7.759128233960345e6
2189,606.3160375593924,7.75917824213311e6
2190,606.308309714797,7.759228243382798e6
2191,606.3005821177974,7.759278237709894e6
2192,606.2928547683935,7.759328225114885e6
2193,606.2851276665853,7.759378205598256e6
2194,606.2774008123729,7.759428179160491e6
2195,606.2696742057562,7.759478145802077e6
2196,606.2619478467353,7.759528105523499e6
2197,606.2542217353101,7.75957805832524e6
2198,606.2464958714808,7.75962800420779e6
2199,606.2387702552471,7.75967794317163e6
2200,606.2310448866092,7.759727875217247e6
2201,606.2233197655671,7.759777800345127e6
2202,606.2155948921207,7.759827718555754e6
2203,606.2078702662701,7.759877629849614e6
2204,606.2001458880152,7.759927534227192e6
2205,606.1924217573561,7.759977431688974e6
2206,606.1846978742927,7.760027322235445e6
2207,606.1769742388251,7.76007720586709e6
2208,606.1692508509532,7.760127082584395e6
2209,606.1615277106771,7.760176952387844e6
2210,606.1538048179967,7.760226815277924e6
2211,606.1460821729121,7.760276671255119e6
2212,606.1383597754233,7.760326520319915e6
2213,606.1306376255302,7.760376362472798e6
2214,606.1229157232328,7.7604261977142515e6
2215,606.1151940685312,7.760476026044763e6
2216,606.1074726614253,7.760525847464815e6
2217,606.0997515019152,7.760575661974896e6
2218,606.0920305900008,7.760625469575489e6
2219,606.0843099256823,7.7606752702670805e6
2220,606.0765895089595,7.760725064050156e6
2221,606.0688693398323,7.760774850925199e6
2222,606.061149418301,7.760824630892697e6
2223,606.0534297443654,7.760874403953134e6
2224,606.0457103180256,7.760924170106997e6
2225,606.0379911392815,7.760973929354769e6
2226,606.0302722081332,7.7610236816969365e6
2227,606.0225535245806,7.761073427133985e6
2228,606.0148350886238,7.7611231656663995e6
2229,606.0071169002628,7.761172897294666e6
2230,605.9993989594974,7.761222622019269e6
2231,605.9916812663279,7.761272339840694e6
2232,605.983963820754,7.761322050759426e6
2233,605.976246622776,7.761371754775952e6
2234,605.9685296723936,7.7614214518907545e6
2235,605.9608129696071,7.761471142104321e6
2236,605.9530965144163,7.761520825417137e6
2237,605.9453803068212,7.761570501829687e6
2238,605.9376643468219,7.761620171342455e6
2239,605.9299486344183,7.761669833955929e6
2240,605.9222331696105,7.761719489670592e6
2241,605.9145179523986,7.761769138486931e6
2242,605.9068029827822,7.761818780405431e6
2243,605.8990882607617,7.7618684154265765e6
2244,605.8913737863369,7.761918043550854e6
2245,605.8836595595079,7.761967664778748e6
2246,605.8759455802746,7.762017279110744e6
2247,605.868231848637,7.762066886547327e6
2248,605.8605183645952,7.762116487088983e6
2249,605.8528051281493,7.762166080736197e6
2250,605.845092139299,7.762215667489453e6
2251,605.8373793980445,7.762265247349239e6
2252,605.8296669043857,7.762314820316039e6
2253,605.8219546583226,7.762364386390338e6
2254,605.8142426598554,7.762413945572622e6
2255,605.8065309089839,7.762463497863376e6
2256,605.7988194057082,7.762513043263084e6
2257,605.7911081500281,7.762562581772234e6
2258,605.7833971419439,7.76261211339131e6
2259,605.7756863814553,7.7626616381207965e6
2260,605.7679758685626,7.76271115596118e6
2261,605.7602656032657,7.762760666912945e6
2262,605.7525555855643,7.762810170976577e6
2263,605.7448458154589,7.762859668152563e6
2264,605.7371362929491,7.762909158441386e6
2265,605.7294270180352,7.762958641843532e6
2266,605.7217179907169,7.7630081183594875e6
2267,605.7140092109944,7.763057587989735e6
2268,605.7063006788677,7.763107050734764e6
2269,605.6985923943367,7.7631565065950565e6
2270,605.6908843574015,7.763205955571099e6
2271,605.683176568062,7.763255397663376e6
2272,605.6754690263183,7.763304832872375e6
2273,605.6677617321703,7.763354261198578e6
2274,605.6600546856181,7.763403682642474e6
2275,605.6523478866617,7.7634530972045455e6
2276,605.6446413353009,7.76350250488528e6
2277,605.6369350315359,7.76355190568516e6
2278,605.6292289753668,7.763601299604673e6
2279,605.6215231667933,7.763650686644305e6
2280,605.6138176058156,7.7637000668045385e6
2281,605.6061122924336,7.763749440085861e6
2282,605.5984072266474,7.763798806488758e6
2283,605.590702408457,7.763848166013713e6
2284,605.5829978378623,7.763897518661213e6
2285,605.5752935148633,7.7639468644317435e6
2286,605.5675894394602,7.7639962033257885e6
2287,605.5598856116527,7.764045535343834e6
2288,605.552182031441,7.764094860486365e6
2289,605.5444786988251,7.764144178753868e6
2290,605.5367756138049,7.764193490146826e6
2291,605.5290727763805,7.764242794665727e6
2292,605.5213701865518,7.7642920923110545e6
2293,605.5136678443189,7.764341383083294e6
2294,605.5059657496818,7.764390666982932e6
2295,605.4982639026404,7.764439944010453e6
2296,605.4905623031947,7.764489214166342e6
2297,605.4828609513447,7.764538477451085e6
2298,605.4751598470906,7.764587733865167e6
2299,605.4674589904322,7.764636983409073e6
2300,605.4597583813695,7.76468622608329e6
2301,605.4520580199026,7.7647354618883e6
2302,605.4443579060314,7.7647846908245925e6
2303,605.436658039756,7.764833912892649e6
2304,605.4289584210763,7.764883128092958e6
2305,605.4212590499925,7.764932336426002e6
2306,605.4135599265044,7.764981537892268e6
2307,605.405861050612,7.765030732492241e6
2308,605.3981624223153,7.765079920226407e6
2309,605.3904640416145,7.76512910109525e6
2310,605.3827659085093,7.765178275099256e6
2311,605.3750680229999,7.765227442238911e6
2312,605.3673703850862,7.765276602514699e6
2313,605.3596729947684,7.765325755927106e6
2314,605.3519758520463,7.765374902476617e6
2315,605.3442789569199,7.7654240421637185e6
2316,605.3365823093893,7.765473174988895e6
2317,605.3288859094544,7.765522300952631e6
2318,605.3211897571153,7.765571420055413e6
2319,605.313493852372,7.765620532297726e6
2320,605.3057981952243,7.765669637680055e6
2321,605.2981027856724,7.765718736202885e6
2322,605.2904076237163,7.765767827866702e6
2323,605.282712709356,7.765816912671993e6
2324,605.2750180425913,7.765865990619239e6
2325,605.2673236234225,7.76591506170893e6
2326,605.2596294518495,7.7659641259415485e6
2327,605.2519355278721,7.76601318331758e6
2328,605.2442418514905,7.766062233837511e6
2329,605.2365484227047,7.766111277501826e6
2330,605.2288552415146,7.766160314311011e6
2331,605.2211623079203,7.76620934426555e6
2332,605.2134696219216,7.76625836736593e6
2333,605.2057771835189,7.766307383612636e6
2334,605.1980849927118,7.766356393006152e6
2335,605.1903930495005,7.766405395546963e6
2336,605.1827013538848,7.766454391235557e6
2337,605.1750099058651,7.766503380072418e6
2338,605.167318705441,7.76655236205803e6
2339,605.1596277526127,7.766601337192881e6
2340,605.1519370473801,7.766650305477454e6
2341,605.1442465897433,7.766699266912235e6
2342,605.1365563797021,7.76674822149771e6
2343,605.1288664172569,7.766797169234363e6
2344,605.1211767024073,7.766846110122681e6
2345,605.1134872351536,7.766895044163148e6
2346,605.1057980154955,7.766943971356249e6
2347,605.0981090434332,7.766992891702471e6
2348,605.0904203189666,7.767041805202299e6
2349,605.0827318420959,7.767090711856217e6
2350,605.0750436128208,7.767139611664711e6
2351,605.0673556311415,7.767188504628266e6
2352,605.0596678970579,7.767237390747369e6
2353,605.0519804105702,7.767286270022503e6
2354,605.0442931716782,7.767335142454155e6
2355,605.0366061803819,7.76738400804281e6
2356,605.0289194366813,7.767432866788953e6
2357,605.0212329405765,7.767481718693068e6
2358,605.0135466920675,7.767530563755643e6
2359,605.0058606911542,7.767579401977162e6
2360,604.9981749378368,7.767628233358109e6
2361,604.9904894321149,7.767677057898972e6
2362,604.9828041739889,7.767725875600236e6
2363,604.9751191634587,7.767774686462383e6
2364,604.9674344005242,7.767823490485902e6
2365,604.9597498851854,7.767872287671277e6
2366,604.9520656174424,7.767921078018993e6
2367,604.9443815972952,7.767969861529536e6
2368,604.9366978247436,7.768018638203391e6
2369,604.9290142997879,7.768067408041042e6
2370,604.9213310224279,7.768116171042978e6
2371,604.9136479926636,7.76816492720968e6
2372,604.9059652104952,7.768213676541636e6
2373,604.8982826759225,7.76826241903933e6
2374,604.8906003889455,7.768311154703249e6
2375,604.8829183495642,7.768359883533877e6
2376,604.8752365577787,7.7684086055317e6
2377,604.867555013589,7.768457320697202e6
2378,604.859873716995,7.76850602903087e6
2379,604.8521926679969,7.768554730533188e6
2380,604.8445118665943,7.768603425204642e6
2381,604.8368313127876,7.768652113045718e6
2382,604.8291510065767,7.7687007940569e6
2383,604.8214709479614,7.768749468238673e6
2384,604.813791136942,7.768798135591525e6
2385,604.8061115735183,7.768846796115939e6
2386,604.7984322576903,7.7688954498124e6
2387,604.7907531894581,7.768944096681395e6
2388,604.7830743688216,7.768992736723408e6
2389,604.7753957957809,7.769041369938925e6
2390,604.767717470336,7.769089996328432e6
2391,604.7600393924868,7.769138615892412e6
2392,604.7523615622333,7.769187228631353e6
2393,604.7446839795756,7.769235834545739e6
2394,604.7370066445137,7.769284433636055e6
2395,604.7293295570475,7.769333025902788e6
2396,604.7216527171771,7.769381611346422e6
2397,604.7139761249024,7.769430189967441e6
2398,604.7062997802235,7.769478761766333e6
2399,604.6986236831403,7.769527326743582e6
2400,604.6909478336529,7.769575884899673e6
2401,604.6832722317612,7.769624436235093e6
2402,604.6755968774653,7.769672980750325e6
2403,604.6679217707651,7.769721518445855e6
2404,604.6602469116607,7.76977004932217e6
2405,604.652572300152,7.769818573379753e6
2406,604.6448979362391,7.769867090619092e6
2407,604.6372238199219,7.76991560104067e6
2408,604.6295499512005,7.769964104644972e6
2409,604.6218763300749,7.7700126014324855e6
2410,604.614202956545,7.770061091403695e6
2411,604.6065298306108,7.770109574559085e6
2412,604.5988569522724,7.7701580508991415e6
2413,604.5911843215298,7.77020652042435e6
2414,604.5835119383829,7.770254983135195e6
2415,604.5758398028318,7.770303439032163e6
2416,604.5681679148763,7.7703518881157385e6
2417,604.5604962745167,7.770400330386407e6
2418,604.5528248817528,7.770448765844653e6
2419,604.5451537365847,7.7704971944909645e6
2420,604.5374828390123,7.770545616325824e6
2421,604.5298121890356,7.770594031349718e6
2422,604.5221417866549,7.770642439563131e6
2423,604.5144716318697,7.77069084096655e6
2424,604.5068017246803,7.770739235560459e6
2425,604.4991320650867,7.770787623345343e6
2426,604.4914626530888,7.770836004321689e6
2427,604.4837934886867,7.770884378489981e6
2428,604.4761245718803,7.770932745850705e6
2429,604.4684559026697,7.7709811064043455e6
2430,604.4607874810549,7.771029460151388e6
2431,604.4531193070358,7.771077807092318e6
2432,604.4454513806124,7.771126147227622e6
2433,604.4377837017848,7.7711744805577835e6
2434,604.430116270553,7.771222807083289e6
2435,604.4224490869169,7.771271126804623e6
2436,604.4147821508765,7.771319439722272e6
2437,604.407115462432,7.77136774583672e6
2438,604.3994490215831,7.771416045148453e6
2439,604.3917828283301,7.771464337657956e6
2440,604.3841168826726,7.771512623365715e6
2441,604.3764511846111,7.771560902272214e6
2442,604.3687857341453,7.771609174377941e6
2443,604.3611205312752,7.771657439683378e6
2444,604.3534555760009,7.771705698189013e6
2445,604.3457908683223,7.771753949895329e6
2446,604.3381264082394,7.771802194802813e6
2447,604.3304621957524,7.77185043291195e6
2448,604.322798230861,7.771898664223226e6
2449,604.3151345135656,7.771946888737124e6
2450,604.3074710438657,7.771995106454132e6
2451,604.2998078217616,7.772043317374734e6
2452,604.2921448472533,7.772091521499416e6
2453,604.2844821203408,7.772139718828661e6
2454,604.276819641024,7.772187909362958e6
2455,604.2691574093029,7.7722360931027895e6
2456,604.2614954251776,7.7722842700486425e6
2457,604.2538336886481,7.772332440201001e6
2458,604.2461721997144,7.772380603560352e6
2459,604.2385109583763,7.772428760127178e6
2460,604.230849964634,7.772476909901967e6
2461,604.2231892184874,7.772525052885205e6
2462,604.2155287199366,7.772573189077374e6
2463,604.2078684689816,7.7726213184789615e6
2464,604.2002084656224,7.7726694410904525e6
2465,604.1925487098588,7.772717556912332e6
2466,604.184889201691,7.772765665945086e6
2467,604.177229941119,7.772813768189199e6
2468,604.1695709281428,7.772861863645157e6
2469,604.1619121627622,7.7729099523134455e6
2470,604.1542536449774,7.772958034194549e6
2471,604.1465953747885,7.773006109288953e6
2472,604.1389373521952,7.773054177597144e6
2473,604.1312795771977,7.773102239119605e6
2474,604.1236220497959,7.773150293856824e6
2475,604.1159647699899,7.773198341809284e6
2476,604.1083077377797,7.773246382977472e6
2477,604.1006509531652,7.773294417361872e6
2478,604.0929944161464,7.773342444962971e6
2479,604.0853381267234,7.773390465781253e6
2480,604.0776820848962,7.773438479817203e6
2481,604.0700262906647,7.773486487071308e6
2482,604.062370744029,7.773534487544052e6
2483,604.054715444989,7.77358248123592e6
2484,604.0470603935447,7.773630468147399e6
2485,604.0394055896962,7.773678448278973e6
2486,604.0317510334436,7.773726421631128e6
2487,604.0240967247865,7.773774388204348e6
2488,604.0164426637253,7.77382234799912e6
2489,604.0087888502599,7.773870301015928e6
2490,604.0011352843901,7.773918247255259e6
2491,603.9934819661162,7.773966186717597e6
2492,603.985828895438,7.7740141194034275e6
2493,603.9781760723555,7.774062045313235e6
2494,603.9705234968689,7.774109964447507e6
2495,603.9628711689778,7.774157876806728e6
2496,603.9552190886826,7.774205782391381e6
2497,603.9475672559831,7.774253681201954e6
2498,603.9399156708795,7.7743015732389325e6
2499,603.9322643333716,7.7743494585028e6
2500,603.9246132434594,7.774397336994044e6
2501,603.9169624011429,7.774445208713147e6
2502,603.9093118064222,7.774493073660596e6
2503,603.9016614592972,7.774540931836877e6
2504,603.8940113597681,7.774588783242474e6
2505,603.8863615078346,7.774636627877873e6
2506,603.878711903497,7.77468446574356e6
2507,603.8710625467551,7.774732296840019e6
2508,603.8634134376089,7.774780121167735e6
2509,603.8557645760584,7.774827938727195e6
2510,603.8481159621037,7.774875749518884e6
2511,603.8404675957448,7.774923553543286e6
2512,603.8328194769816,7.774971350800888e6
2513,603.8251716058143,7.775019141292173e6
2514,603.8175239822426,7.77506692501763e6
2515,603.8098766062667,7.77511470197774e6
2516,603.8022294778865,7.775162472172991e6
2517,603.7945825971021,7.775210235603869e6
2518,603.7869359639135,7.775257992270857e6
2519,603.7792895783206,7.775305742174442e6
2520,603.7716434403234,7.775353485315109e6
2521,603.763997549922,7.775401221693343e6
2522,603.7563519071164,7.775448951309629e6
2523,603.7487065119064,7.775496674164453e6
2524,603.7410613642924,7.775544390258299e6
2525,603.7334164642739,7.775592099591655e6
2526,603.7257718118512,7.7756398021650035e6
2527,603.7181274070244,7.775687497978833e6
2528,603.7104832497932,7.775735187033625e6
2529,603.7028393401579,7.775782869329867e6
2530,603.6951956781182,7.775830544868045e6
2531,603.6875522636744,7.775878213648642e6
2532,603.6799090968262,7.775925875672146e6
2533,603.6722661775739,7.775973530939041e6
2534,603.6646235059173,7.776021179449812e6
2535,603.6569810818564,7.7760688212049445e6
2536,603.6493389053913,7.776116456204925e6
2537,603.641696976522,7.7761640844502365e6
2538,603.6340552952483,7.776211705941366e6
2539,603.6264138615705,7.776259320678799e6
2540,603.6187726754883,7.77630692866302e6
2541,603.6111317370021,7.776354529894515e6
2542,603.6034910461115,7.776402124373768e6
2543,603.5958506028165,7.776449712101267e6
2544,603.5882104071175,7.776497293077495e6
2545,603.5805704590142,7.776544867302937e6
2546,603.5729307585066,7.77659243477808e6
2547,603.5652913055948,7.776639995503409e6
2548,603.5576521002787,7.776687549479409e6
2549,603.5500131425583,7.776735096706565e6
2550,603.5423744324337,7.776782637185362e6
2551,603.5347359699049,7.776830170916287e6
2552,603.5270977549718,7.776877697899824e6
2553,603.5194597876346,7.776925218136458e6
2554,603.5118220678929,7.776972731626675e6
2555,603.5041845957471,7.7770202383709615e6
2556,603.496547371197,7.7770677383698e6
2557,603.4889103942428,7.7771152316236785e6
2558,603.4812736648842,7.777162718133081e6
2559,603.4736371831214,7.777210197898492e6
2560,603.4660009489543,7.777257670920399e6
2561,603.458364962383,7.777305137199286e6
2562,603.4507292234075,7.777352596735639e6
2563,603.4430937320277,7.777400049529943e6
2564,603.4354584882436,7.777447495582682e6
2565,603.4278234920553,7.777494934894343e6
2566,603.4201887434627,7.777542367465411e6
2567,603.412554242466,7.777589793296372e6
2568,603.404919989065,7.777637212387709e6
2569,603.3972859832596,7.77768462473991e6
2570,603.3896522250501,7.777732030353459e6
2571,603.3820187144363,7.77777942922884e6
2572,603.3743854514183,7.777826821366542e6
2573,603.366752435996,7.777874206767047e6
2574,603.3591196681695,7.777921585430842e6
2575,603.3514871479388,7.7779689573584115e6
2576,603.3438548753037,7.778016322550241e6
2577,603.3362228502644,7.778063681006816e6
2578,603.3285910728209,7.778111032728622e6
2579,603.3209595429731,7.778158377716144e6
2580,603.3133282607212,7.778205715969867e6
2581,603.3056972260649,7.778253047490277e6
2582,603.2980664390044,7.77830037227786e6
2583,603.2904358995396,7.7783476903331e6
2584,603.2828056076706,7.778395001656482e6
2585,603.2751755633974,7.778442306248493e6
2586,603.2675457667199,7.778489604109617e6
2587,603.2599162176382,7.778536895240339e6
2588,603.2522869161521,7.778584179641146e6
2589,603.2446578622619,7.778631457312522e6
2590,603.2370290559675,7.778678728254953e6
2591,603.2294004972687,7.778725992468924e6
2592,603.2217721861657,7.778773249954921e6
2593,603.2141441226585,7.7788205007134285e6
2594,603.206516306747,7.778867744744931e6
2595,603.1988887384313,7.778914982049916e6
2596,603.1912614177113,7.778962212628867e6
2597,603.1836343445871,7.77900943648227e6
2598,603.1760075190585,7.77905665361061e6
2599,603.1683809411259,7.779103864014374e6
2600,603.1607546107889,7.779151067694045e6
2601,603.1531285280477,7.779198264650109e6
2602,603.1455026929023,7.779245454883053e6
2603,603.1378771053526,7.77929263839336e6
2604,603.1302517653986,7.779339815181516e6
2605,603.1226266730404,7.779386985248008e6
2606,603.115001828278,7.779434148593319e6
2607,603.1073772311112,7.779481305217935e6
2608,603.0997528815403,7.779528455122342e6
2609,603.0921287795651,7.779575598307025e6
2610,603.0845049251857,7.779622734772469e6
2611,603.076881318402,7.77966986451916e6
2612,603.069257959214,7.779716987547583e6
2613,603.0616348476218,7.779764103858223e6
2614,603.0540119836254,7.779811213451565e6
2615,603.0463893672247,7.779858316328096e6
2616,603.0387669984198,7.779905412488299e6
2617,603.0311448772106,7.779952501932662e6
2618,603.0235230035972,7.779999584661668e6
2619,603.0159013775796,7.780046660675804e6
2620,603.0082799991576,7.780093729975554e6
2621,603.0006588683315,7.7801407925614035e6
2622,602.9930379851011,7.780187848433839e6
2623,602.9854173494664,7.780234897593345e6
2624,602.9777969614274,7.780281940040406e6
2625,602.9701768209843,7.780328975775509e6
2626,602.9625569281369,7.780376004799138e6
2627,602.9549372828852,7.780423027111779e6
2628,602.9473178852294,7.780470042713917e6
2629,602.9396987351691,7.780517051606038e6
2630,602.9320798327047,7.780564053788627e6
2631,602.9244611778362,7.780611049262168e6
2632,602.9168427705632,7.780658038027149e6
2633,602.9092246108861,7.780705020084052e6
2634,602.9016066988047,7.780751995433366e6
2635,602.8939890343191,7.780798964075574e6
2636,602.8863716174292,7.780845926011161e6
2637,602.878754448135,7.780892881240614e6
2638,602.8711375264368,7.780939829764416e6
2639,602.8635208523341,7.780986771583055e6
2640,602.8559044258272,7.781033706697015e6
2641,602.8482882469161,7.7810806351067815e6
2642,602.8406723156007,7.78112755681284e6
2643,602.8330566318812,7.781174471815675e6
2644,602.8254411957572,7.781221380115772e6
2645,602.8178260072291,7.781268281713617e6
2646,602.8102110662968,7.781315176609696e6
2647,602.8025963729602,7.7813620648044925e6
2648,602.7949819272193,7.781408946298493e6
2649,602.7873677290743,7.781455821092183e6
2650,602.7797537785249,7.781502689186047e6
2651,602.7721400755713,7.7815495505805705e6
2652,602.7645266202135,7.781596405276239e6
2653,602.7569134124514,7.781643253273538e6
2654,602.749300452285,7.781690094572953e6
2655,602.7416877397144,7.781736929174969e6
2656,602.7340752747396,7.781783757080071e6
2657,602.7264630573605,7.781830578288745e6
2658,602.7188510875771,7.781877392801476e6
2659,602.7112393653896,7.781924200618749e6
2660,602.7036278907977,7.78197100174105e6
2661,602.6960166638016,7.782017796168863e6
2662,602.6884056844013,7.782064583902676e6
2663,602.6807949525968,7.782111364942971e6
2664,602.673184468388,7.782158139290236e6
2665,602.6655742317749,7.782204906944955e6
2666,602.6579642427577,7.782251667907613e6
2667,602.6503545013361,7.782298422178697e6
2668,602.6427450075103,7.7823451697586905e6
2669,602.6351357612801,7.7823919106480805e6
2670,602.6275267626459,7.782438644847351e6
2671,602.6199180116073,7.782485372356988e6
2672,602.6123095081646,7.782532093177476e6
2673,602.6047012523175,7.782578807309301e6
2674,602.5970932440662,7.782625514752949e6
2675,602.5894854834106,7.782672215508903e6
2676,602.5818779703509,7.782718909577651e6
2677,602.5742707048868,7.7827655969596775e6
2678,602.5666636870185,7.782812277655467e6
2679,602.559056916746,7.782858951665506e6
2680,602.5514503940692,7.782905618990279e6
2681,602.5438441189882,7.782952279630271e6
2682,602.5362380915029,7.782998933585968e6
2683,602.5286323116134,7.783045580857855e6
2684,602.5210267793196,7.783092221446418e6
2685,602.5134214946216,7.783138855352142e6
2686,602.5058164575194,7.783185482575512e6
2687,602.4982116680128,7.783232103117013e6
2688,602.4906071261021,7.783278716977132e6
2689,602.4830028317871,7.783325324156352e6
2690,602.4753987850678,7.78337192465516e6
2691,602.4677949859444,7.783418518474041e6
2692,602.4601914344165,7.783465105613479e6
2693,602.4525881304845,7.783511686073962e6
2694,602.4449850741483,7.7835582598559735e6
2695,602.4373822654078,7.783604826959998e6
2696,602.4297797042631,7.783651387386523e6
2697,602.4221773907141,7.783697941136032e6
2698,602.4145753247608,7.783744488209012e6
2699,602.4069735064033,7.783791028605947e6
2700,602.3993719356416,7.7838375623273235e6
2701,602.3917706124756,7.783884089373625e6
2702,602.3841695369053,7.783930609745339e6
2703,602.3765687089309,7.783977123442949e6
2704,602.3689681285522,7.784023630466941e6
2705,602.3613677957692,7.7840701308178e6
2706,602.353767710582,7.784116624496013e6
2707,602.3461678729906,7.7841631115020625e6
2708,602.3385682829949,7.784209591836437e6
2709,602.3309689405949,7.78425606549962e6
2710,602.3233698457907,7.784302532492096e6
2711,602.3157709985821,7.784348992814352e6
2712,602.3081723989695,7.7843954464668725e6
2713,602.3005740469525,7.784441893450143e6
2714,602.2929759425314,7.784488333764648e6
2715,602.2853780857059,7.784534767410875e6
2716,602.2777804764762,7.784581194389308e6
2717,602.2701831148422,7.784627614700432e6
2718,602.262586000804,7.784674028344733e6
2719,602.2549891343616,7.7847204353226945e6
2720,602.2473925155149,7.784766835634805e6
2721,602.239796144264,7.7848132292815475e6
2722,602.2322000206088,7.784859616263408e6
2723,602.2246041445494,7.784905996580872e6
2724,602.2170085160857,7.784952370234424e6
2725,602.2094131352178,7.784998737224551e6
2726,602.2018180019456,7.785045097551736e6
2727,602.1942231162692,7.785091451216467e6
2728,602.1866284781885,7.785137798219227e6
2729,602.1790340877036,7.785184138560503e6
2730,602.1714399448144,7.785230472240779e6
2731,602.163846049521,7.785276799260541e6
2732,602.1562524018234,7.785323119620274e6
2733,602.1486590017214,7.785369433320464e6
2734,602.1410658492152,7.7854157403615955e6
