frequency,delayrising,delayfalling
9850,554.3778830678222,7.975473208627226e6
9851,554.3720520542852,7.975484416211402e6
9852,554.3662212883439,7.975495620591082e6
9853,554.3603907699985,7.975506821766752e6
9854,554.3545604992488,7.975518019738896e6
9855,554.3487304760948,7.975529214508e6
9856,554.3429007005367,7.975540406074549e6
9857,554.3370711725743,7.97555159443903e6
9858,554.3312418922076,7.975562779601926e6
9859,554.3254128594366,7.975573961563723e6
9860,554.3195840742615,7.975585140324908e6
9861,554.3137555366819,7.975596315885965e6
9862,554.3079272466983,7.975607488247378e6
9863,554.3020992043104,7.975618657409634e6
9864,554.2962714095182,7.975629823373219e6
9865,554.2904438623218,7.975640986138617e6
9866,554.2846165627211,7.975652145706314e6
9867,554.2787895107161,7.975663302076794e6
9868,554.272962706307,7.975674455250544e6
9869,554.2671361494936,7.975685605228049e6
9870,554.2613098402759,7.975696752009792e6
9871,554.255483778654,7.975707895596262e6
9872,554.2496579646279,7.9757190359879425e6
9873,554.2438323981975,7.97573017318532e6
9874,554.2380070793628,7.975741307188877e6
9875,554.2321820081239,7.975752437999101e6
9876,554.2263571844808,7.975763565616477e6
9877,554.2205326084334,7.975774690041491e6
9878,554.2147082799817,7.975785811274627e6
9879,554.2088841991258,7.975796929316371e6
9880,554.2030603658657,7.9758080441672085e6
9881,554.1972367802013,7.975819155827624e6
9882,554.1914134421327,7.975830264298104e6
9883,554.1855903516598,7.975841369579133e6
9884,554.1797675087827,7.975852471671197e6
9885,554.1739449135013,7.97586357057478e6
9886,554.1681225658157,7.975874666290369e6
9887,554.1623004657257,7.975885758818448e6
9888,554.1564786132317,7.975896848159503e6
9889,554.1506570083333,7.975907934314019e6
9890,554.1448356510307,7.975919017282482e6
9891,554.1390145413238,7.975930097065377e6
9892,554.1331936792127,7.975941173663189e6
9893,554.1273730646973,7.975952247076403e6
9894,554.1215526977777,7.975963317305505e6
9895,554.1157325784538,7.975974384350981e6
9896,554.1099127067257,7.975985448213315e6
9897,554.1040930825934,7.9759965088929925e6
9898,554.0982737060568,7.9760075663904995e6
9899,554.092454577116,7.976018620706321e6
9900,554.0866356957708,7.976029671840942e6
9901,554.0808170620215,7.976040719794849e6
9902,554.074998675868,7.976051764568525e6
9903,554.0691805373101,7.976062806162458e6
9904,554.063362646348,7.976073844577132e6
9905,554.0575450029817,7.976084879813032e6
9906,554.0517276072111,7.9760959118706435e6
9907,554.0459104590362,7.976106940750453e6
9908,554.0400935584572,7.976117966452944e6
9909,554.0342769054739,7.976128988978604e6
9910,554.0284605000863,7.976140008327916e6
9911,554.0226443422945,7.976151024501367e6
9912,554.0168284320985,7.976162037499441e6
9913,554.011012769498,7.976173047322624e6
9914,554.0051973544936,7.976184053971402e6
9915,553.9993821870847,7.97619505744626e6
9916,553.9935672672717,7.9762060577476835e6
9917,553.9877525950544,7.976217054876156e6
9918,553.9819381704328,7.976228048832165e6
9919,553.976123993407,7.976239039616195e6
9920,553.970310063977,7.976250027228731e6
9921,553.9644963821427,7.976261011670259e6
9922,553.9586829479041,7.976271992941264e6
9923,553.9528697612614,7.976282971042232e6
9924,553.9470568222143,7.976293945973646e6
9925,553.941244130763,7.976304917735994e6
9926,553.9354316869075,7.97631588632976e6
9927,553.9296194906477,7.97632685175543e6
9928,553.9238075419837,7.9763378140134895e6
9929,553.9179958409154,7.976348773104423e6
9930,553.9121843874428,7.976359729028715e6
9931,553.9063731815661,7.976370681786853e6
9932,553.9005622232851,7.976381631379321e6
9933,553.8947515125998,7.976392577806605e6
9934,553.8889410495103,7.9764035210691895e6
9935,553.8831308340165,7.976414461167561e6
9936,553.8773208661186,7.976425398102203e6
9937,553.8715111458163,7.976436331873602e6
9938,553.8657016731098,7.9764472624822445e6
9939,553.859892447999,7.976458189928614e6
9940,553.8540834704839,7.976469114213196e6
9941,553.8482747405648,7.976480035336477e6
9942,553.8424662582413,7.97649095329894e6
9943,553.8366580235135,7.976501868101073e6
9944,553.8308500363815,7.97651277974336e6
9945,553.8250422968453,7.976523688226287e6
9946,553.8192348049048,7.976534593550339e6
9947,553.8134275605601,7.976545495716001e6
9948,553.807620563811,7.976556394723758e6
9949,553.8018138146579,7.976567290574096e6
9950,553.7960073131004,7.976578183267501e6
9951,553.7902010591387,7.976589072804457e6
9952,553.7843950527727,7.976599959185449e6
9953,553.7785892940025,7.976610842410965e6
9954,553.772783782828,7.976621722481487e6
9955,553.7669785192493,7.976632599397502e6
9956,553.7611735032663,7.976643473159496e6
9957,553.7553687348791,7.976654343767953e6
9958,553.7495642140876,7.976665211223358e6
9959,553.7437599408919,7.976676075526198e6
9960,553.737955915292,7.976686936676958e6
9961,553.7321521372877,7.976697794676122e6
9962,553.7263486068794,7.9767086495241765e6
9963,553.7205453240666,7.976719501221606e6
9964,553.7147422888496,7.976730349768897e6
9965,553.7089395012284,7.976741195166533e6
9966,553.703136961203,7.976752037415002e6
9967,553.6973346687734,7.976762876514786e6
9968,553.6915326239395,7.976773712466373e6
9969,553.6857308267012,7.976784545270247e6
9970,553.6799292770588,7.976795374926894e6
9971,553.6741279750121,7.976806201436799e6
9972,553.6683269205612,7.976817024800448e6
9973,553.662526113706,7.976827845018325e6
9974,553.6567255544466,7.976838662090916e6
9975,553.6509252427829,7.976849476018707e6
9976,553.645125178715,7.976860286802183e6
9977,553.6393253622429,7.976871094441828e6
9978,553.6335257933664,7.976881898938129e6
9979,553.6277264720858,7.97689270029157e6
9980,553.6219273984009,7.976903498502638e6
9981,553.6161285723117,7.976914293571817e6
9982,553.6103299938183,7.976925085499592e6
9983,553.6045316629206,7.9769358742864495e6
9984,553.5987335796187,7.976946659932875e6
9985,553.5929357439126,7.976957442439352e6
9986,553.5871381558022,7.976968221806368e6
9987,553.5813408152875,7.976978998034406e6
9988,553.5755437223687,7.976989771123954e6
9989,553.5697468770455,7.977000541075496e6
9990,553.5639502793181,7.977011307889516e6
9991,553.5581539291865,7.977022071566502e6
9992,553.5523578266506,7.977032832106937e6
9993,553.5465619717105,7.977043589511308e6
9994,553.540766364366,7.977054343780099e6
9995,553.5349710046174,7.9770650949137965e6
9996,553.5291758924647,7.977075842912884e6
9997,553.5233810279075,7.977086587777849e6
9998,553.5175864109461,7.977097329509176e6
9999,553.5117920415805,7.977108068107351e6
10000,553.5059979198106,7.977118803572858e6
10001,553.5002040456366,7.977129535906182e6
10002,553.4944104190582,7.97714026510781e6
10003,553.4886170400756,7.977150991178227e6
10004,553.4828239086887,7.977161714117916e6
10005,553.4770310248977,7.9771724339273665e6
10006,553.4712383887023,7.977183150607061e6
10007,553.4654460001027,7.977193864157484e6
10008,553.4596538590988,7.977204574579123e6
10009,553.4538619656907,7.977215281872463e6
10010,553.4480703198784,7.977225986037988e6
10011,553.4422789216618,7.977236687076185e6
10012,553.436487771041,7.977247384987539e6
10013,553.4306968680158,7.977258079772534e6
10014,553.4249062125865,7.977268771431656e6
10015,553.419115804753,7.97727945996539e6
10016,553.4133256445151,7.977290145374223e6
10017,553.407535731873,7.977300827658638e6
10018,553.4017460668267,7.9773115068191225e6
10019,553.3959566493762,7.97732218285616e6
10020,553.3901674795213,7.977332855770238e6
10021,553.3843785572623,7.977343525561839e6
10022,553.378589882599,7.97735419223145e6
10023,553.3728014555314,7.977364855779557e6
10024,553.3670132760597,7.977375516206644e6
10025,553.3612253441836,7.977386173513196e6
10026,553.3554376599033,7.977396827699699e6
10027,553.3496502232188,7.97740747876664e6
10028,553.34386303413,7.9774181267145015e6
10029,553.3380760926369,7.977428771543771e6
10030,553.3322893987396,7.977439413254932e6
10031,553.3265029524381,7.977450051848471e6
10032,553.3207167537322,7.977460687324873e6
10033,553.3149308026223,7.977471319684624e6
10034,553.3091450991079,7.977481948928208e6
10035,553.3033596431894,7.977492575056111e6
10036,553.2975744348666,7.977503198068819e6
10037,553.2917894741396,7.977513817966816e6
10038,553.2860047610084,7.977524434750589e6
10039,553.2802202954728,7.977535048420621e6
10040,553.274436077533,7.9775456589774e6
10041,553.268652107189,7.977556266421408e6
10042,553.2628683844407,7.977566870753135e6
10043,553.2570849092882,7.977577471973062e6
10044,553.2513016817314,7.977588070081676e6
10045,553.2455187017705,7.977598665079463e6
10046,553.2397359694052,7.9776092569669075e6
10047,553.2339534846357,7.977619845744494e6
10048,553.228171247462,7.977630431412711e6
10049,553.222389257884,7.977641013972039e6
10050,553.2166075159017,7.977651593422968e6
10051,553.2108260215152,7.97766216976598e6
10052,553.2050447747245,7.977672743001563e6
10053,553.1992637755295,7.977683313130199e6
10054,553.1934830239302,7.977693880152376e6
10055,553.1877025199268,7.97770444406858e6
10056,553.181922263519,7.977715004879293e6
10057,553.1761422547071,7.977725562585004e6
10058,553.1703624934908,7.977736117186195e6
10059,553.1645829798704,7.977746668683354e6
10060,553.1588037138456,7.977757217076965e6
10061,553.1530246954167,7.977767762367513e6
10062,553.1472459245834,7.977778304555484e6
10063,553.141467401346,7.977788843641363e6
10064,553.1356891257042,7.977799379625636e6
10065,553.1299110976582,7.9778099125087885e6
10066,553.124133317208,7.9778204422913045e6
10067,553.1183557843536,7.97783096897367e6
10068,553.1125784990949,7.97784149255637e6
10069,553.1068014614319,7.977852013039891e6
10070,553.1010246713647,7.977862530424717e6
10071,553.0952481288933,7.977873044711334e6
10072,553.0894718340176,7.977883555900227e6
10073,553.0836957867376,7.977894063991882e6
10074,553.0779199870534,7.977904568986783e6
10075,553.072144434965,7.977915070885417e6
10076,553.0663691304724,7.977925569688268e6
10077,553.0605940735754,7.977936065395822e6
10078,553.0548192642742,7.977946558008564e6
10079,553.0490447025688,7.977957047526979e6
10080,553.0432703884591,7.9779675339515535e6
10081,553.0374963219452,7.977978017282772e6
10082,553.031722503027,7.977988497521119e6
10083,553.0259489317045,7.977998974667082e6
10084,553.0201756079779,7.978009448721144e6
10085,553.014402531847,7.978019919683793e6
10086,553.0086297033118,7.978030387555512e6
10087,553.0028571223725,7.978040852336787e6
10088,552.9970847890288,7.978051314028103e6
10089,552.9913127032809,7.978061772629946e6
10090,552.9855408651287,7.978072228142801e6
10091,552.9797692745723,7.978082680567154e6
10092,552.9739979316116,7.978093129903489e6
10093,552.9682268362468,7.978103576152292e6
10094,552.9624559884776,7.978114019314049e6
10095,552.9566853883042,7.978124459389244e6
10096,552.9509150357266,7.9781348963783635e6
10097,552.9451449307447,7.978145330281892e6
10098,552.9393750733585,7.9781557611003155e6
10099,552.9336054635681,7.978166188834119e6
10100,552.9278361013735,7.9781766134837875e6
10101,552.9220669867747,7.978187035049806e6
10102,552.9162981197716,7.978197453532662e6
10103,552.9105295003642,7.978207868932839e6
10104,552.9047611285525,7.978218281250822e6
10105,552.8989930043367,7.978228690487098e6
10106,552.8932251277165,7.978239096642151e6
10107,552.8874574986921,7.978249499716465e6
10108,552.8816901172636,7.978259899710529e6
10109,552.8759229834307,7.978270296624825e6
10110,552.8701560971936,7.978280690459841e6
10111,552.8643894585523,7.97829108121606e6
10112,552.8586230675066,7.978301468893968e6
10113,552.8528569240568,7.978311853494051e6
10114,552.8470910282027,7.978322235016794e6
10115,552.8413253799444,7.978332613462682e6
10116,552.8355599792817,7.978342988832201e6
10117,552.8297948262149,7.978353361125835e6
10118,552.8240299207438,7.978363730344071e6
10119,552.8182652628685,7.978374096487394e6
10120,552.8125008525889,7.978384459556288e6
10121,552.806736689905,7.97839481955124e6
10122,552.800972774817,7.978405176472734e6
10123,552.7952091073247,7.978415530321255e6
10124,552.789445687428,7.978425881097291e6
10125,552.7836825151272,7.978436228801324e6
10126,552.7779195904221,7.978446573433842e6
10127,552.7721569133129,7.9784569149953285e6
10128,552.7663944837993,7.97846725348627e6
10129,552.7606323018815,7.978477588907151e6
10130,552.7548703675594,7.978487921258457e6
10131,552.7491086808332,7.978498250540674e6
10132,552.7433472417025,7.978508576754287e6
10133,552.7375860501677,7.97851889989978e6
10134,552.7318251062287,7.978529219977641e6
10135,552.7260644098853,7.978539536988352e6
10136,552.7203039611378,7.978549850932402e6
10137,552.714543759986,7.978560161810273e6
10138,552.70878380643,7.978570469622453e6
10139,552.7030241004697,7.978580774369425e6
10140,552.6972646421052,7.978591076051676e6
10141,552.6915054313364,7.978601374669691e6
10142,552.6857464681633,7.978611670223954e6
10143,552.679987752586,7.978621962714952e6
10144,552.6742292846045,7.978632252143171e6
10145,552.6684710642188,7.978642538509094e6
10146,552.6627130914287,7.978652821813207e6
10147,552.6569553662345,7.978663102055997e6
10148,552.6511978886359,7.978673379237947e6
10149,552.6454406586332,7.9786836533595435e6
10150,552.6396836762261,7.978693924421272e6
10151,552.6339269414149,7.9787041924236175e6
10152,552.6281704541993,7.978714457367065e6
10153,552.6224142145796,7.978724719252101e6
10154,552.6166582225557,7.978734978079209e6
10155,552.6109024781274,7.978745233848876e6
10156,552.6051469812949,7.978755486561587e6
10157,552.599391732058,7.978765736217827e6
10158,552.5936367304171,7.97877598281808e6
10159,552.5878819763718,7.978786226362834e6
10160,552.5821274699224,7.978796466852573e6
10161,552.5763732110686,7.978806704287781e6
10162,552.5706191998106,7.978816938668947e6
10163,552.5648654361484,7.978827169996552e6
10164,552.5591119200819,7.978837398271084e6
10165,552.5533586516112,7.978847623493027e6
10166,552.5476056307363,7.978857845662868e6
10167,552.541852857457,7.97886806478109e6
10168,552.5361003317735,7.978878280848181e6
10169,552.5303480536858,7.978888493864625e6
10170,552.5245960231938,7.978898703830906e6
10171,552.5188442402977,7.978908910747511e6
10172,552.5130927049971,7.978919114614925e6
10173,552.5073414172924,7.9789293154336335e6
10174,552.5015903771834,7.978939513204122e6
10175,552.4958395846702,7.978949707926875e6
10176,552.4900890397528,7.978959899602378e6
10177,552.4843387424311,7.9789700882311165e6
10178,552.4785886927051,7.978980273813576e6
10179,552.472838890575,7.978990456350242e6
10180,552.4670893360405,7.9790006358416e6
10181,552.4613400291018,7.979010812288133e6
10182,552.4555909697589,7.97902098569033e6
10183,552.4498421580116,7.979031156048674e6
10184,552.4440935938602,7.9790413233636515e6
10185,552.4383452773045,7.979051487635747e6
10186,552.4325972083446,7.979061648865445e6
10187,552.4268493869804,7.979071807053233e6
10188,552.421101813212,7.979081962199594e6
10189,552.4153544870393,7.979092114305015e6
10190,552.4096074084624,7.97910226336998e6
10191,552.4038605774813,7.979112409394977e6
10192,552.3981139940959,7.979122552380488e6
10193,552.3923676583062,7.979132692327e6
10194,552.3866215701122,7.979142829234999e6
10195,552.3808757295141,7.979152963104969e6
10196,552.3751301365116,7.979163093937396e6
10197,552.3693847911051,7.9791732217327645e6
10198,552.3636396932941,7.979183346491561e6
10199,552.357894843079,7.97919346821427e6
10200,552.3521502404595,7.979203586901377e6
10201,552.3464058854358,7.979213702553368e6
10202,552.340661778008,7.979223815170727e6
10203,552.3349179181758,7.979233924753941e6
10204,552.3291743059394,7.979244031303493e6
10205,552.3234309412989,7.979254134819871e6
10206,552.317687824254,7.979264235303559e6
10207,552.3119449548049,7.979274332755042e6
10208,552.3062023329514,7.979284427174806e6
10209,552.3004599586938,7.979294518563336e6
10210,552.2947178320319,7.979304606921117e6
10211,552.2889759529658,7.979314692248635e6
10212,552.2832343214955,7.979324774546375e6
10213,552.2774929376208,7.979334853814822e6
10214,552.2717518013419,7.9793449300544625e6
10215,552.2660109126588,7.97935500326578e6
10216,552.2602702715715,7.9793650734492615e6
10217,552.2545298780799,7.979375140605392e6
10218,552.2487897321839,7.979385204734656e6
10219,552.2430498338839,7.979395265837539e6
10220,552.2373101831795,7.979405323914527e6
10221,552.2315707800709,7.979415378966105e6
10222,552.225831624558,7.979425430992759e6
10223,552.2200927166409,7.979435479994972e6
10224,552.2143540563196,7.979445525973232e6
10225,552.208615643594,7.979455568928024e6
10226,552.2028774784642,7.9794656088598315e6
10227,552.19713956093,7.979475645769142e6
10228,552.1914018909918,7.9794856796564385e6
10229,552.1856644686492,7.979495710522208e6
10230,552.1799272939023,7.979505738366935e6
10231,552.1741903667513,7.979515763191107e6
10232,552.1684536871959,7.979525784995206e6
10233,552.1627172552363,7.979535803779719e6
10234,552.1569810708726,7.979545819545132e6
10235,552.1512451341044,7.979555832291929e6
10236,552.1455094449321,7.979565842020596e6
10237,552.1397740033556,7.979575848731619e6
10238,552.1340388093748,7.979585852425482e6
10239,552.1283038629897,7.97959585310267e6
10240,552.1225691642004,7.97960585076367e6
10241,552.1168347130068,7.979615845408967e6
10242,552.1111005094091,7.979625837039045e6
10243,552.105366553407,7.979635825654391e6
10244,552.0996328450007,7.979645811255489e6
10245,552.0938993841902,7.979655793842825e6
10246,552.0881661709753,7.979665773416884e6
10247,552.0824332053563,7.979675749978151e6
10248,552.076700487333,7.979685723527113e6
10249,552.0709680169055,7.979695694064254e6
10250,552.0652357940737,7.979705661590058e6
10251,552.0595038188377,7.979715626105013e6
10252,552.0537720911974,7.979725587609604e6
10253,552.0480406111528,7.979735546104314e6
10254,552.0423093787041,7.979745501589631e6
10255,552.0365783938511,7.979755454066038e6
10256,552.0308476565938,7.979765403534022e6
10257,552.0251171669323,7.979775349994067e6
10258,552.0193869248665,7.97978529344666e6
10259,552.0136569303965,7.979795233892285e6
10260,552.0079271835223,7.979805171331428e6
10261,552.0021976842437,7.979815105764574e6
10262,551.996468432561,7.979825037192209e6
10263,551.990739428474,7.979834965614817e6
10264,551.9850106719828,7.979844891032884e6
10265,551.9792821630872,7.979854813446896e6
10266,551.9735539017875,7.979864732857337e6
10267,551.9678258880834,7.979874649264694e6
10268,551.9620981219753,7.97988456266945e6
10269,551.9563706034627,7.979894473072093e6
10270,551.950643332546,7.979904380473107e6
10271,551.944916309225,7.979914284872977e6
10272,551.9391895334998,7.979924186272188e6
10273,551.9334630053703,7.979934084671227e6
10274,551.9277367248366,7.979943980070578e6
10275,551.9220106918985,7.979953872470726e6
10276,551.9162849065564,7.979963761872158e6
10277,551.9105593688099,7.979973648275359e6
10278,551.9048340786592,7.979983531680812e6
10279,551.8991090361042,7.979993412089005e6
10280,551.893384241145,7.980003289500422e6
10281,551.8876596937815,7.9800131639155485e6
10282,551.8819353940138,7.98002303533487e6
10283,551.8762113418419,7.980032903758872e6
10284,551.8704875372656,7.980042769188039e6
10285,551.8647639802851,7.980052631622858e6
10286,551.8590406709005,7.980062491063813e6
10287,551.8533176091115,7.980072347511389e6
10288,551.8475947949183,7.980082200966072e6
10289,551.8418722283209,7.980092051428348e6
10290,551.8361499093193,7.980101898898701e6
10291,551.8304278379132,7.980111743377618e6
10292,551.8247060141031,7.980121584865581e6
10293,551.8189844378886,7.980131423363079e6
10294,551.81326310927,7.980141258870596e6
10295,551.807542028247,7.980151091388617e6
10296,551.8018211948198,7.980160920917627e6
10297,551.7961006089885,7.980170747458113e6
10298,551.7903802707527,7.980180571010559e6
10299,551.7846601801128,7.98019039157545e6
10300,551.7789403370687,7.980200209153272e6
10301,551.7732207416202,7.9802100237445105e6
10302,551.7675013937676,7.98021983534965e6
10303,551.7617822935107,7.980229643969177e6
10304,551.7560634408495,7.980239449603575e6
10305,551.7503448357841,7.980249252253332e6
10306,551.7446264783144,7.980259051918931e6
10307,551.7389083684405,7.980268848600859e6
10308,551.7331905061624,7.980278642299599e6
10309,551.72747289148,7.980288433015639e6
10310,551.7217555243933,7.980298220749463e6
10311,551.7160384049024,7.980308005501556e6
10312,551.7103215330073,7.980317787272404e6
10313,551.7046049087079,7.980327566062492e6
10314,551.6988885320043,7.980337341872306e6
10315,551.6931724028964,7.98034711470233e6
10316,551.6874565213843,7.980356884553051e6
10317,551.6817408874679,7.980366651424953e6
10318,551.6760255011473,7.980376415318522e6
10319,551.6703103624224,7.9803861762342425e6
10320,551.6645954712933,7.9803959341726005e6
10321,551.6588808277598,7.980405689134082e6
10322,551.6531664318222,7.980415441119171e6
10323,551.6474522834804,7.980425190128353e6
10324,551.6417383827343,7.980434936162114e6
10325,551.6360247295839,7.980444679220939e6
10326,551.6303113240293,7.980454419305314e6
10327,551.6245981660704,7.980464156415723e6
10328,551.6188852557074,7.980473890552653e6
10329,551.61317259294,7.980483621716588e6
10330,551.6074601777684,7.980493349908013e6
10331,551.6017480101925,7.980503075127414e6
10332,551.5960360902125,7.980512797375278e6
10333,551.5903244178281,7.980522516652087e6
10334,551.5846129930395,7.980532232958328e6
10335,551.5789018158467,7.980541946294487e6
10336,551.5731908862496,7.9805516566610485e6
10337,551.5674802042482,7.980561364058498e6
10338,551.5617697698427,7.980571068487321e6
10339,551.5560595830328,7.980580769948003e6
10340,551.5503496438188,7.980590468441028e6
10341,551.5446399522004,7.980600163966883e6
10342,551.5389305081778,7.980609856526053e6
10343,551.533221311751,7.980619546119021e6
10344,551.52751236292,7.980629232746276e6
10345,551.5218036616847,7.980638916408301e6
10346,551.5160952080452,7.980648597105582e6
10347,551.5103870020013,7.980658274838605e6
10348,551.5046790435532,7.980667949607854e6
10349,551.498971332701,7.980677621413815e6
10350,551.4932638694444,7.980687290256973e6
10351,551.4875566537836,7.980696956137814e6
10352,551.4818496857185,7.980706619056823e6
10353,551.4761429652492,7.980716279014484e6
10354,551.4704364923757,7.980725936011285e6
10355,551.4647302670979,7.98073559004771e6
10356,551.4590242894159,7.980745241124243e6
10357,551.4533185593295,7.980754889241371e6
10358,551.447613076839,7.980764534399579e6
10359,551.4419078419443,7.980774176599352e6
10360,551.4362028546452,7.980783815841176e6
10361,551.430498114942,7.980793452125535e6
10362,551.4247936228344,7.980803085452916e6
10363,551.4190893783226,7.980812715823803e6
10364,551.4133853814067,7.9808223432386825e6
10365,551.4076816320863,7.980831967698039e6
10366,551.4019781303618,7.980841589202357e6
10367,551.3962748762331,7.980851207752124e6
10368,551.3905718697,7.980860823347824e6
10369,551.3848691107628,7.980870435989942e6
10370,551.3791665994213,7.980880045678964e6
10371,551.3734643356755,7.980889652415375e6
10372,551.3677623195256,7.980899256199661e6
10373,551.3620605509713,7.9809088570323065e6
10374,551.3563590300128,7.980918454913797e6
10375,551.3506577566501,7.980928049844617e6
10376,551.344956730883,7.980937641825254e6
10377,551.3392559527118,7.980947230856192e6
10378,551.3335554221363,7.980956816937916e6
10379,551.3278551391566,7.980966400070912e6
10380,551.3221551037726,7.980975980255665e6
10381,551.3164553159844,7.98098555749266e6
10382,551.3107557757919,7.980995131782384e6
10383,551.3050564831951,7.98100470312532e6
10384,551.2993574381942,7.981014271521955e6
10385,551.293658640789,7.981023836972773e6
10386,551.2879600909795,7.98103339947826e6
10387,551.2822617887657,7.981042959038902e6
10388,551.2765637341478,7.981052515655183e6
10389,551.2708659271256,7.98106206932759e6
10390,551.2651683676992,7.981071620056607e6
10391,551.2594710558684,7.98108116784272e6
10392,551.2537739916335,7.981090712686413e6
10393,551.2480771749943,7.981100254588173e6
10394,551.2423806059508,7.981109793548484e6
10395,551.2366842845031,7.981119329567833e6
10396,551.2309882106512,7.981128862646704e6
10397,551.225292384395,7.981138392785583e6
10398,551.2195968057346,7.9811479199849535e6
10399,551.2139014746698,7.981157444245304e6
10400,551.2082063912009,7.981166965567118e6
10401,551.2025115553278,7.981176483950879e6
10402,551.1968169670503,7.981185999397077e6
10403,551.1911226263686,7.981195511906193e6
10404,551.1854285332827,7.9812050214787135e6
10405,551.1797346877925,7.981214528115125e6
10406,551.1740410898981,7.981224031815913e6
10407,551.1683477395994,7.98123353258156e6
10408,551.1626546368965,7.981243030412555e6
10409,551.1569617817893,7.98125252530938e6
10410,551.1512691742779,7.981262017272524e6
10411,551.1455768143622,7.9812715063024685e6
10412,551.1398847020423,7.981280992399701e6
10413,551.1341928373181,7.981290475564706e6
10414,551.1285012201897,7.98129995579797e6
10415,551.1228098506571,7.981309433099977e6
10416,551.1171187287201,7.9813189074712135e6
10417,551.111427854379,7.981328378912164e6
10418,551.1057372276337,7.981337847423313e6
10419,551.100046848484,7.981347313005148e6
10420,551.0943567169301,7.981356775658153e6
10421,551.088666832972,7.981366235382813e6
10422,551.0829771966096,7.981375692179615e6
10423,551.0772878078429,7.981385146049042e6
10424,551.071598666672,7.981394596991581e6
10425,551.0659097730969,7.981404045007717e6
10426,551.0602211271175,7.981413490097934e6
10427,551.0545327287339,7.98142293226272e6
10428,551.048844577946,7.981432371502558e6
10429,551.043156674754,7.981441807817934e6
10430,551.0374690191576,7.981451241209334e6
10431,551.0317816111569,7.981460671677242e6
10432,551.0260944507521,7.981470099222145e6
10433,551.020407537943,7.981479523844527e6
10434,551.0147208727296,7.981488945544874e6
10435,551.009034455112,7.981498364323671e6
10436,551.0033482850902,7.981507780181403e6
10437,550.9976623626641,7.981517193118556e6
10438,550.9919766878337,7.981526603135616e6
10439,550.986291260599,7.981536010233066e6
10440,550.9806060809602,7.981545414411394e6
10441,550.9749211489171,7.9815548156710835e6
10442,550.9692364644698,7.98156421401262e6
10443,550.9635520276182,7.98157360943649e6
10444,550.9578678383624,7.981583001943178e6
10445,550.9521838967023,7.981592391533168e6
10446,550.9465002026379,7.981601778206948e6
10447,550.9408167561694,7.981611161965001e6
10448,550.9351335572966,7.981620542807815e6
10449,550.9294506060195,7.981629920735872e6
10450,550.9237679023381,7.981639295749661e6
10451,550.9180854462526,7.981648667849664e6
10452,550.9124032377628,7.981658037036367e6
10453,550.9067212768687,7.981667403310257e6
10454,550.9010395635704,7.981676766671818e6
10455,550.8953580978679,7.981686127121536e6
10456,550.889676879761,7.981695484659895e6
10457,550.88399590925,7.981704839287383e6
10458,550.8783151863347,7.981714191004482e6
10459,550.8726347110152,7.98172353981168e6
10460,550.8669544832914,7.981732885709461e6
10461,550.8612745031633,7.98174222869831e6
10462,550.855594770631,7.981751568778714e6
10463,550.8499152856945,7.981760905951156e6
10464,550.8442360483537,7.981770240216124e6
10465,550.8385570586086,7.981779571574101e6
10466,550.8328783164593,7.981788900025574e6
10467,550.8271998219058,7.981798225571027e6
10468,550.821521574948,7.981807548210946e6
10469,550.815843575586,7.981816867945816e6
10470,550.8101658238197,7.981826184776123e6
10471,550.8044883196492,7.981835498702352e6
10472,550.7988110630744,7.9818448097249875e6
10473,550.7931340540954,7.981854117844516e6
10474,550.7874572927121,7.981863423061423e6
10475,550.7817807789246,7.9818727253761925e6
10476,550.7761045127328,7.98188202478931e6
10477,550.7704284941368,7.981891321301263e6
10478,550.7647527231366,7.981900614912533e6
10479,550.759077199732,7.981909905623609e6
10480,550.7534019239233,7.981919193434975e6
10481,550.7477268957103,7.981928478347115e6
10482,550.7420521150931,7.981937760360517e6
10483,550.7363775820716,7.981947039475664e6
10484,550.7307032966459,7.981956315693042e6
10485,550.7250292588159,7.981965589013137e6
10486,550.7193554685816,7.981974859436433e6
10487,550.7136819259431,7.981984126963417e6
10488,550.7080086309004,7.981993391594573e6
10489,550.7023355834534,7.982002653330387e6
10490,550.6966627836022,7.982011912171344e6
10491,550.6909902313466,7.982021168117929e6
10492,550.6853179266869,7.982030421170629e6
10493,550.679645869623,7.982039671329927e6
10494,550.6739740601547,7.98204891859631e6
10495,550.6683024982823,7.982058162970263e6
10496,550.6626311840056,7.98206740445227e6
10497,550.6569601173246,7.982076643042818e6
10498,550.6512892982394,7.982085878742391e6
10499,550.64561872675,7.982095111551477e6
10500,550.6399484028562,7.982104341470557e6
10501,550.6342783265583,7.98211356850012e6
10502,550.628608497856,7.982122792640651e6
10503,550.6229389167496,7.982132013892633e6
10504,550.6172695832389,7.982141232256553e6
10505,550.6116004973239,7.982150447732896e6
10506,550.6059316590048,7.982159660322147e6
10507,550.6002630682814,7.982168870024793e6
10508,550.5945947251537,7.982178076841317e6
10509,550.5889266296217,7.982187280772205e6
10510,550.5832587816856,7.982196481817944e6
10511,550.577591181345,7.982205679979017e6
10512,550.5719238286005,7.982214875255911e6
10513,550.5662567234515,7.982224067649109e6
10514,550.5605898658984,7.9822332571591e6
10515,550.5549232559409,7.982242443786366e6
10516,550.5492568935792,7.982251627531394e6
